Gene stable ID	Transcript stable ID	UniProtKB/Swiss-Prot ID
ENSG00000073417	ENST00000559086	
ENSG00000262111	ENST00000576640	P59541
ENSG00000204564	ENST00000484551	
ENSG00000273092	ENST00000570941	P59543
ENSG00000111981	ENST00000229708	Q9BZM6
ENSG00000071991	ENST00000262150	Q9H159
ENSG00000244754	ENST00000446957	Q92802
ENSG00000275744	ENST00000630215	
ENSG00000244754	ENST00000505213	
ENSG00000071991	ENST00000579658	
ENSG00000031823	ENST00000589353	
ENSG00000031823	ENST00000587463	
ENSG00000227565	ENST00000432160	Q9UBC1
ENSG00000071991	ENST00000540086	Q9H159
ENSG00000031823	ENST00000588010	
ENSG00000206190	ENST00000356865	O60312
ENSG00000031823	ENST00000585339	
ENSG00000244754	ENST00000267068	Q92802
ENSG00000275744	ENST00000625546	
ENSG00000227565	ENST00000451911	Q9UBC1
ENSG00000154767	ENST00000285021	Q01831
ENSG00000031823	ENST00000592133	
ENSG00000275744	ENST00000630108	
ENSG00000073417	ENST00000394553	O60658
ENSG00000204564	ENST00000488383	
ENSG00000275744	ENST00000627257	
ENSG00000206190	ENST00000555815	
ENSG00000031823	ENST00000587263	
ENSG00000172936	ENST00000396334	Q99836
ENSG00000275744	ENST00000619667	
ENSG00000206190	ENST00000555756	
ENSG00000157087	ENST00000646379	Q01814
ENSG00000031823	ENST00000591333	
ENSG00000172936	ENST00000424893	Q99836
ENSG00000244754	ENST00000357505	
ENSG00000206190	ENST00000389967	O60312
ENSG00000157087	ENST00000452124	Q01814
ENSG00000071991	ENST00000454642	
ENSG00000071991	ENST00000580157	
ENSG00000206190	ENST00000619904	O60312
ENSG00000157087	ENST00000645850	Q01814
ENSG00000244754	ENST00000399396	Q92802
ENSG00000275744	ENST00000620942	Q9BYW1
ENSG00000157087	ENST00000638646	
ENSG00000187650	ENST00000339485	Q2NL98
ENSG00000172936	ENST00000652213	
ENSG00000157087	ENST00000644807	Q01814
ENSG00000166387	ENST00000526873	
ENSG00000166387	ENST00000528947	
ENSG00000164047	ENST00000652295	P49913
ENSG00000164047	ENST00000296435	
ENSG00000198792	ENST00000361906	Q9Y519
ENSG00000154767	ENST00000476581	Q01831
ENSG00000274609	ENST00000618358	Q99706
ENSG00000275744	ENST00000618114	
ENSG00000142623	ENST00000375471	Q9ULC6
ENSG00000154767	ENST00000511155	
ENSG00000184378	ENST00000330368	Q9BYD9
ENSG00000014138	ENST00000265465	Q14181
ENSG00000268279	ENST00000608606	
ENSG00000167113	ENST00000300452	Q9Y3A0
ENSG00000211839	ENST00000390487	
ENSG00000204564	ENST00000376473	Q5SQH8
ENSG00000160145	ENST00000354186	
ENSG00000167113	ENST00000609948	
ENSG00000157087	ENST00000360273	Q01814
ENSG00000167113	ENST00000608951	
ENSG00000211840	ENST00000390488	
ENSG00000133816	ENST00000646065	
ENSG00000172936	ENST00000495303	Q99836
ENSG00000204564	ENST00000463794	
ENSG00000167113	ENST00000372875	
ENSG00000160145	ENST00000439170	
ENSG00000204564	ENST00000376471	Q5SQH8
ENSG00000172936	ENST00000443433	
ENSG00000204564	ENST00000446773	
ENSG00000204564	ENST00000487873	
ENSG00000172936	ENST00000421516	
ENSG00000105519	ENST00000588776	Q13938
ENSG00000204564	ENST00000465699	
ENSG00000172936	ENST00000650905	
ENSG00000148677	ENST00000371697	Q15327
ENSG00000198792	ENST00000436674	
ENSG00000139597	ENST00000380139	Q5TBK1
ENSG00000204564	ENST00000467801	
ENSG00000105519	ENST00000452990	Q13938
ENSG00000204564	ENST00000468785	
ENSG00000198792	ENST00000361684	Q9Y519
ENSG00000014138	ENST00000527850	
ENSG00000105519	ENST00000588865	
ENSG00000014138	ENST00000532391	
ENSG00000105519	ENST00000652433	
ENSG00000105519	ENST00000651647	
ENSG00000198792	ENST00000633438	
ENSG00000204564	ENST00000651131	
ENSG00000170860	ENST00000306024	P62310
ENSG00000168303	ENST00000306984	Q8TAP9
ENSG00000014138	ENST00000525924	
ENSG00000234032	ENST00000450090	
ENSG00000274707	ENST00000611411	
ENSG00000267314	ENST00000588891	
ENSG00000204564	ENST00000293604	Q5SQH8
ENSG00000234032	ENST00000446577	
ENSG00000172936	ENST00000652534	
ENSG00000172936	ENST00000417037	
ENSG00000133816	ENST00000529028	
ENSG00000198792	ENST00000457534	
ENSG00000139597	ENST00000635608	
ENSG00000234032	ENST00000414570	
ENSG00000149798	ENST00000279249	O14613
ENSG00000133816	ENST00000646734	
ENSG00000198792	ENST00000411679	
ENSG00000091656	ENST00000521891	Q86UP3
ENSG00000133816	ENST00000533534	
ENSG00000146085	ENST00000274813	P22033
ENSG00000149798	ENST00000533419	O14613
ENSG00000172936	ENST00000651800	
ENSG00000172936	ENST00000650112	
ENSG00000091656	ENST00000651372	
ENSG00000172936	ENST00000648963	
ENSG00000184908	ENST00000375679	P51801
ENSG00000173960	ENST00000404924	P68543
ENSG00000133816	ENST00000256186	Q6ZW33
ENSG00000184908	ENST00000375667	P51801
ENSG00000139597	ENST00000459716	
ENSG00000184908	ENST00000431772	
ENSG00000139597	ENST00000635178	
ENSG00000091656	ENST00000520307	
ENSG00000167711	ENST00000453066	
ENSG00000091656	ENST00000523885	
ENSG00000205795	ENST00000381813	Q717R9
ENSG00000173960	ENST00000309033	P68543
ENSG00000139597	ENST00000380133	Q5TBK1
ENSG00000184908	ENST00000619181	
ENSG00000160145	ENST00000291478	O60229
ENSG00000091656	ENST00000517585	
ENSG00000091656	ENST00000523809	
ENSG00000160145	ENST00000454902	
ENSG00000139597	ENST00000495479	
ENSG00000139597	ENST00000343281	
ENSG00000275736	ENST00000621284	Q8IYS5
ENSG00000139597	ENST00000464470	
ENSG00000162949	ENST00000450650	
ENSG00000091656	ENST00000518282	
ENSG00000091656	ENST00000651020	
ENSG00000139597	ENST00000380130	Q5TBK1
ENSG00000160145	ENST00000360013	
ENSG00000196689	ENST00000399759	Q8NER1
ENSG00000196689	ENST00000571088	Q8NER1
ENSG00000139597	ENST00000613078	Q5TBK1
ENSG00000091656	ENST00000523625	
ENSG00000196689	ENST00000572705	Q8NER1
ENSG00000167711	ENST00000450523	P08697
ENSG00000091656	ENST00000519536	
ENSG00000139597	ENST00000530622	
ENSG00000167711	ENST00000453723	
ENSG00000138613	ENST00000560890	
ENSG00000182346	ENST00000559369	P59103
ENSG00000167711	ENST00000382061	P08697
ENSG00000173210	ENST00000326685	O94929
ENSG00000182346	ENST00000600388	P59103
ENSG00000137274	ENST00000434640	Q86WA6
ENSG00000278780	ENST00000619540	
ENSG00000167711	ENST00000324015	P08697
ENSG00000211670	ENST00000390316	A0A075B6K5
ENSG00000278780	ENST00000624457	
ENSG00000278780	ENST00000623534	
ENSG00000186889	ENST00000335390	Q86X19
ENSG00000278780	ENST00000625163	
ENSG00000170876	ENST00000306077	Q9BTV4
ENSG00000278780	ENST00000627644	
ENSG00000131473	ENST00000352035	P53396
ENSG00000278196	ENST00000620395	P01709
ENSG00000196689	ENST00000650505	
ENSG00000196689	ENST00000399756	Q8NER1
ENSG00000131473	ENST00000590151	P53396
ENSG00000131473	ENST00000537919	P53396
ENSG00000182346	ENST00000473269	P59103
ENSG00000104231	ENST00000523096	Q8TCF1
ENSG00000196689	ENST00000425167	
ENSG00000182346	ENST00000488534	
ENSG00000182346	ENST00000375936	P59103
ENSG00000131473	ENST00000393896	P53396
ENSG00000173210	ENST00000309868	O94929
ENSG00000182346	ENST00000489237	
ENSG00000173210	ENST00000506113	O94929
ENSG00000131473	ENST00000590770	
ENSG00000182346	ENST00000329625	P59103
ENSG00000182346	ENST00000601240	
ENSG00000182346	ENST00000595812	
ENSG00000131473	ENST00000592970	
ENSG00000131473	ENST00000353196	P53396
ENSG00000182346	ENST00000471432	
ENSG00000162949	ENST00000295055	Q6MZZ7
ENSG00000182346	ENST00000618629	P59103
ENSG00000137274	ENST00000424847	
ENSG00000137274	ENST00000430655	
ENSG00000173210	ENST00000515171	
ENSG00000162949	ENST00000458085	Q6MZZ7
ENSG00000275736	ENST00000621290	Q8IYS5
ENSG00000173210	ENST00000504238	O94929
ENSG00000137274	ENST00000433912	
ENSG00000141959	ENST00000349048	P17858
ENSG00000138613	ENST00000261879	Q8WW43
ENSG00000173210	ENST00000508983	
ENSG00000104231	ENST00000220669	Q8TCF1
ENSG00000130700	ENST00000252997	Q9BWX5
ENSG00000170876	ENST00000432444	
ENSG00000137274	ENST00000380379	Q86WA6
ENSG00000162949	ENST00000485248	
ENSG00000138613	ENST00000380343	Q8WW43
ENSG00000101017	ENST00000372285	P25942
ENSG00000137274	ENST00000423798	
ENSG00000173210	ENST00000517451	O94929
ENSG00000204560	ENST00000376437	
ENSG00000275736	ENST00000616227	Q8IYS5
ENSG00000137274	ENST00000380375	Q86WA6
ENSG00000173210	ENST00000356541	
ENSG00000137274	ENST00000380368	
ENSG00000169260	ENST00000383655	Q5JNZ3
ENSG00000275736	ENST00000611535	Q8IYS5
ENSG00000126778	ENST00000645694	Q15475
ENSG00000275736	ENST00000619287	Q8IYS5
ENSG00000101444	ENST00000217426	P23526
ENSG00000196689	ENST00000576351	
ENSG00000104442	ENST00000276569	Q9NVT9
ENSG00000136487	ENST00000449787	P01242
ENSG00000101017	ENST00000372276	P25942
ENSG00000204316	ENST00000309352	Q96DV4
ENSG00000104442	ENST00000528721	
ENSG00000196689	ENST00000310522	
ENSG00000104442	ENST00000518908	
ENSG00000162493	ENST00000294489	Q86YL7
ENSG00000104442	ENST00000519352	
ENSG00000126778	ENST00000247182	Q15475
ENSG00000126778	ENST00000554986	
ENSG00000101017	ENST00000466205	
ENSG00000138613	ENST00000380340	
ENSG00000160285	ENST00000356396	P48449
ENSG00000104442	ENST00000458464	Q9NVT9
ENSG00000275736	ENST00000613426	Q8IYS5
ENSG00000101444	ENST00000538132	P23526
ENSG00000162493	ENST00000376057	Q86YL7
ENSG00000138613	ENST00000560353	
ENSG00000162493	ENST00000621990	Q86YL7
ENSG00000162493	ENST00000506205	
ENSG00000138613	ENST00000559971	
ENSG00000162493	ENST00000510906	
ENSG00000275736	ENST00000622843	
ENSG00000162493	ENST00000509009	
ENSG00000160285	ENST00000397728	P48449
ENSG00000114270	ENST00000328333	Q02388
ENSG00000275736	ENST00000621788	Q8IYS5
ENSG00000160285	ENST00000419093	
ENSG00000275736	ENST00000611789	
ENSG00000275736	ENST00000615074	Q8IYS5
ENSG00000160285	ENST00000522411	P48449
ENSG00000275736	ENST00000613814	Q8IYS5
ENSG00000101017	ENST00000620709	
ENSG00000162493	ENST00000376061	Q86YL7
ENSG00000114270	ENST00000422991	
ENSG00000101440	ENST00000568305	P42127
ENSG00000162493	ENST00000513143	Q86YL7
ENSG00000101440	ENST00000374954	P42127
ENSG00000162493	ENST00000487038	Q86YL7
ENSG00000162493	ENST00000475043	Q86YL7
ENSG00000118492	ENST00000397944	Q8N7X0
ENSG00000136487	ENST00000456543	P01242
ENSG00000160285	ENST00000450351	
ENSG00000162493	ENST00000488631	
ENSG00000204560	ENST00000376442	O60231
ENSG00000140983	ENST00000315082	Q8IXI1
ENSG00000162493	ENST00000617617	Q86YL7
ENSG00000205869	ENST00000382171	Q6L8H4
ENSG00000225987	ENST00000453487	P40425
ENSG00000118492	ENST00000522396	
ENSG00000229549	ENST00000287721	P0CW00
ENSG00000160285	ENST00000457828	P48449
ENSG00000204560	ENST00000415603	
ENSG00000205867	ENST00000412090	Q701N4
ENSG00000118492	ENST00000522242	
ENSG00000180611	ENST00000392452	Q8IYB1
ENSG00000229549	ENST00000383000	
ENSG00000169609	ENST00000514272	
ENSG00000136487	ENST00000423893	P01242
ENSG00000157510	ENST00000296721	Q8TED9
ENSG00000235905	ENST00000429524	
ENSG00000229549	ENST00000383005	
ENSG00000235905	ENST00000424597	
ENSG00000184545	ENST00000397374	Q13202
ENSG00000157510	ENST00000515000	Q8TED9
ENSG00000274209	ENST00000619553	
ENSG00000235905	ENST00000552676	Q9C019
ENSG00000184545	ENST00000331588	Q13202
ENSG00000136487	ENST00000332800	P01242
ENSG00000235905	ENST00000550702	
ENSG00000137261	ENST00000378214	Q5VV43
ENSG00000136487	ENST00000622506	
ENSG00000112576	ENST00000372991	P30281
ENSG00000118492	ENST00000493950	
ENSG00000169750	ENST00000306897	P60763
ENSG00000118492	ENST00000473647	
ENSG00000137261	ENST00000543707	Q5VV43
ENSG00000118492	ENST00000480328	
ENSG00000234370	ENST00000434226	Q92759
ENSG00000118492	ENST00000367490	
ENSG00000104998	ENST00000263379	Q6UWB1
ENSG00000169750	ENST00000580965	
ENSG00000234370	ENST00000416773	Q92759
ENSG00000118492	ENST00000326916	
ENSG00000169750	ENST00000584341	
ENSG00000234370	ENST00000454718	
ENSG00000137261	ENST00000430948	Q5VV43
ENSG00000079785	ENST00000381341	Q92499
ENSG00000118492	ENST00000470716	
ENSG00000112218	ENST00000229955	Q9BZJ6
ENSG00000079785	ENST00000434671	
ENSG00000118492	ENST00000367489	
ENSG00000169609	ENST00000538348	Q8WUR7
ENSG00000112576	ENST00000511642	P30281
ENSG00000112902	ENST00000382496	Q13591
ENSG00000112902	ENST00000652226	
ENSG00000169609	ENST00000510873	
ENSG00000137261	ENST00000616673	
ENSG00000119684	ENST00000380968	Q9UHC1
ENSG00000274209	ENST00000620264	A6NF34
ENSG00000119684	ENST00000554697	
ENSG00000137261	ENST00000537886	Q5VV43
ENSG00000173253	ENST00000635183	Q9Y5R5
ENSG00000112902	ENST00000513968	
ENSG00000137261	ENST00000535378	Q5VV43
ENSG00000169609	ENST00000512638	
ENSG00000169609	ENST00000451195	Q8WUR7
ENSG00000274209	ENST00000617088	
ENSG00000119684	ENST00000553713	
ENSG00000274209	ENST00000614267	
ENSG00000119684	ENST00000556257	
ENSG00000173253	ENST00000382255	Q9Y5R5
ENSG00000274209	ENST00000622632	
ENSG00000169609	ENST00000304177	Q8WUR7
ENSG00000119684	ENST00000556740	Q9UHC1
ENSG00000187867	ENST00000340790	A6NDB9
ENSG00000173253	ENST00000412350	Q9Y5R5
ENSG00000123545	ENST00000316149	Q9P032
ENSG00000169609	ENST00000508990	
ENSG00000187867	ENST00000589048	
ENSG00000169609	ENST00000563387	
ENSG00000112576	ENST00000372987	
ENSG00000109861	ENST00000227266	P53634
ENSG00000125898	ENST00000381941	Q9BQ89
ENSG00000119684	ENST00000556453	
ENSG00000173253	ENST00000358146	Q9Y5R5
ENSG00000169609	ENST00000565712	
ENSG00000173253	ENST00000259622	Q9Y5R5
ENSG00000119684	ENST00000555144	
ENSG00000109861	ENST00000527018	
ENSG00000035928	ENST00000349703	P35251
ENSG00000235259	ENST00000414873	Q9C019
ENSG00000235259	ENST00000425255	
ENSG00000119684	ENST00000553263	
ENSG00000125898	ENST00000304189	Q9BQ89
ENSG00000035928	ENST00000381897	P35251
ENSG00000173253	ENST00000382251	Q9Y5R5
ENSG00000119684	ENST00000557648	
ENSG00000011275	ENST00000425013	Q9NWF9
ENSG00000100625	ENST00000216513	Q9UIU6
ENSG00000125898	ENST00000381939	Q9BQ89
ENSG00000119684	ENST00000355774	Q9UHC1
ENSG00000103942	ENST00000558090	
ENSG00000125898	ENST00000246100	Q9BQ89
ENSG00000173253	ENST00000302441	
ENSG00000125898	ENST00000505691	
ENSG00000011275	ENST00000389902	Q9NWF9
ENSG00000235259	ENST00000552062	
ENSG00000125898	ENST00000541082	Q9BQ89
ENSG00000141959	ENST00000397961	
ENSG00000077458	ENST00000358780	Q5HYJ3
ENSG00000132429	ENST00000254765	Q9HBV1
ENSG00000100625	ENST00000556952	
ENSG00000035928	ENST00000514572	
ENSG00000130312	ENST00000595444	
ENSG00000035928	ENST00000504554	
ENSG00000109861	ENST00000524463	P53634
ENSG00000112576	ENST00000415497	P30281
ENSG00000109861	ENST00000528020	
ENSG00000130312	ENST00000600434	Q9BQ48
ENSG00000132429	ENST00000429112	
ENSG00000130312	ENST00000594999	Q9BQ48
ENSG00000112576	ENST00000372988	P30281
ENSG00000109861	ENST00000529974	P53634
ENSG00000077458	ENST00000398187	Q5HYJ3
ENSG00000253309	ENST00000524365	A8MV23
ENSG00000253309	ENST00000419898	
ENSG00000077458	ENST00000543641	Q5HYJ3
ENSG00000141959	ENST00000628044	
ENSG00000068028	ENST00000327761	Q9NS23
ENSG00000077458	ENST00000536839	
ENSG00000158122	ENST00000411939	
ENSG00000253309	ENST00000521255	A8MV23
ENSG00000112576	ENST00000414200	P30281
ENSG00000130312	ENST00000252602	Q9BQ48
ENSG00000253309	ENST00000400389	A8MV23
ENSG00000130312	ENST00000602206	
ENSG00000088854	ENST00000252032	Q5TEA3
ENSG00000112576	ENST00000510503	
ENSG00000035928	ENST00000512275	
ENSG00000112576	ENST00000512426	
ENSG00000035928	ENST00000503784	
ENSG00000158122	ENST00000375234	Q7RTV5
ENSG00000011275	ENST00000389900	
ENSG00000035928	ENST00000639695	
ENSG00000158122	ENST00000446045	
ENSG00000140983	ENST00000561983	
ENSG00000153879	ENST00000284000	P53567
ENSG00000153879	ENST00000652630	
ENSG00000140983	ENST00000563134	
ENSG00000112576	ENST00000508143	
ENSG00000153879	ENST00000585933	P53567
ENSG00000145384	ENST00000274024	P12104
ENSG00000036448	ENST00000262113	P54296
ENSG00000112576	ENST00000505064	
ENSG00000011275	ENST00000411812	
ENSG00000036448	ENST00000523438	
ENSG00000278369	ENST00000617853	
ENSG00000011275	ENST00000416985	
ENSG00000284695	ENST00000506796	
ENSG00000112576	ENST00000502771	
ENSG00000112576	ENST00000514588	
ENSG00000277110	ENST00000633072	A0A0K0K1A5
ENSG00000112576	ENST00000616010	P30281
ENSG00000141854	ENST00000587086	Q96FF7
ENSG00000282818	ENST00000632473	
ENSG00000034693	ENST00000367591	P56589
ENSG00000141854	ENST00000590772	
ENSG00000127220	ENST00000247706	Q96I13
ENSG00000180628	ENST00000336126	Q86SE9
ENSG00000141854	ENST00000269720	
ENSG00000034693	ENST00000367592	
ENSG00000103942	ENST00000450735	Q9NSB8
ENSG00000180628	ENST00000543648	Q86SE9
ENSG00000127220	ENST00000593489	
ENSG00000180628	ENST00000614189	Q86SE9
ENSG00000077458	ENST00000542135	
ENSG00000127220	ENST00000594194	
ENSG00000079785	ENST00000233084	Q92499
ENSG00000198668	ENST00000557020	
ENSG00000103942	ENST00000304231	Q9NSB8
ENSG00000282756	ENST00000633313	
ENSG00000077458	ENST00000540054	
ENSG00000077458	ENST00000537749	
ENSG00000079785	ENST00000621973	
ENSG00000068028	ENST00000395126	Q9NS23
ENSG00000277596	ENST00000612095	
ENSG00000077458	ENST00000538316	
ENSG00000079785	ENST00000617198	
ENSG00000068028	ENST00000357043	Q9NS23
ENSG00000145982	ENST00000324331	O95363
ENSG00000215472	ENST00000584895	
ENSG00000145982	ENST00000602691	
ENSG00000145982	ENST00000648580	
ENSG00000112276	ENST00000314641	Q8NE79
ENSG00000068028	ENST00000395117	Q9NS23
ENSG00000215472	ENST00000332968	
ENSG00000103942	ENST00000558817	
ENSG00000130311	ENST00000593466	Q9BW61
ENSG00000112276	ENST00000336775	Q8NE79
ENSG00000215472	ENST00000577910	
ENSG00000145982	ENST00000274680	O95363
ENSG00000001036	ENST00000002165	Q9BTY2
ENSG00000145982	ENST00000445533	
ENSG00000112276	ENST00000446408	Q8NE79
ENSG00000130311	ENST00000359866	Q9BW61
ENSG00000001036	ENST00000451668	
ENSG00000068028	ENST00000359365	Q9NS23
ENSG00000188878	ENST00000586717	Q8TES7
ENSG00000068028	ENST00000482447	Q9NS23
ENSG00000109193	ENST00000226444	P49888
ENSG00000130311	ENST00000596582	Q9BW61
ENSG00000188878	ENST00000590264	
ENSG00000158901	ENST00000357199	Q8IUA0
ENSG00000188878	ENST00000319129	
ENSG00000107890	ENST00000445828	
ENSG00000158901	ENST00000289953	Q8IUA0
ENSG00000068028	ENST00000616212	Q9NS23
ENSG00000184009	ENST00000573283	P63261
ENSG00000184009	ENST00000331925	P63261
ENSG00000188779	ENST00000554240	
ENSG00000184009	ENST00000575842	P63261
ENSG00000198668	ENST00000356978	P0DP23
ENSG00000198668	ENST00000447653	
ENSG00000188779	ENST00000554054	
ENSG00000188779	ENST00000380035	P84550
ENSG00000282736	ENST00000631884	
ENSG00000205111	ENST00000451199	
ENSG00000134121	ENST00000256509	O00533
ENSG00000164048	ENST00000354698	Q86UQ0
ENSG00000164048	ENST00000427617	
ENSG00000188779	ENST00000341418	P84550
ENSG00000282466	ENST00000633696	
ENSG00000164048	ENST00000412564	
ENSG00000184009	ENST00000575087	P63261
ENSG00000282042	ENST00000632859	
ENSG00000164048	ENST00000440261	
ENSG00000113492	ENST00000231420	Q9BYV1
ENSG00000074855	ENST00000597643	
ENSG00000134121	ENST00000397491	O00533
ENSG00000164048	ENST00000448461	Q86UQ0
ENSG00000188878	ENST00000636174	Q8TES7
ENSG00000134121	ENST00000427688	
ENSG00000134121	ENST00000421198	
ENSG00000188878	ENST00000588283	
ENSG00000164048	ENST00000457782	
ENSG00000145016	ENST00000273582	Q92622
ENSG00000198668	ENST00000553630	
ENSG00000184009	ENST00000576544	P63261
ENSG00000198668	ENST00000553542	
ENSG00000120533	ENST00000522766	
ENSG00000085274	ENST00000349841	Q9NPC7
ENSG00000138801	ENST00000265174	O43252
ENSG00000188878	ENST00000586838	
ENSG00000074855	ENST00000159087	Q9HCE9
ENSG00000136488	ENST00000316193	P0DML2
ENSG00000188878	ENST00000586631	
ENSG00000198668	ENST00000544280	
ENSG00000136488	ENST00000329882	
ENSG00000113492	ENST00000510428	Q9BYV1
ENSG00000188878	ENST00000592193	
ENSG00000074855	ENST00000630631	
ENSG00000104231	ENST00000522520	Q8TCF1
ENSG00000184009	ENST00000644774	P63261
ENSG00000198668	ENST00000553422	
ENSG00000085274	ENST00000602751	Q9NPC7
ENSG00000120533	ENST00000521662	Q9NPA8
ENSG00000282102	ENST00000631895	
ENSG00000278053	ENST00000616646	
ENSG00000104231	ENST00000522032	
ENSG00000085274	ENST00000356716	Q9NPC7
ENSG00000104231	ENST00000519464	
ENSG00000113492	ENST00000618015	Q9BYV1
ENSG00000282459	ENST00000633963	
ENSG00000104231	ENST00000521895	
ENSG00000136488	ENST00000610991	
ENSG00000085274	ENST00000602391	
ENSG00000281940	ENST00000634154	
ENSG00000104231	ENST00000521287	Q8TCF1
ENSG00000085274	ENST00000544106	Q9NPC7
ENSG00000205111	ENST00000378803	Q5MAI5
ENSG00000104231	ENST00000523431	
ENSG00000145016	ENST00000413360	
ENSG00000136488	ENST00000453363	
ENSG00000168291	ENST00000302746	P11177
ENSG00000198668	ENST00000626705	
ENSG00000205111	ENST00000395035	Q5MAI5
ENSG00000267426	ENST00000590947	
ENSG00000282373	ENST00000632609	
ENSG00000184009	ENST00000572105	
ENSG00000145016	ENST00000296343	Q92622
ENSG00000104231	ENST00000520635	
ENSG00000134121	ENST00000453040	
ENSG00000168291	ENST00000383714	P11177
ENSG00000205111	ENST00000419111	
ENSG00000134121	ENST00000435603	
ENSG00000120533	ENST00000521688	Q9NPA8
ENSG00000145016	ENST00000415452	
ENSG00000134121	ENST00000449294	
ENSG00000184009	ENST00000571691	
ENSG00000104231	ENST00000517588	
ENSG00000184009	ENST00000575994	
ENSG00000104231	ENST00000519523	Q8TCF1
ENSG00000145016	ENST00000447048	
ENSG00000120533	ENST00000517311	
ENSG00000184009	ENST00000575659	
ENSG00000064726	ENST00000261721	Q9H0C5
ENSG00000104231	ENST00000520604	
