gene	chrom	position
ART4	12	1956122857
ART5	11	1810544565
ARTN	1	43935657
ARV1	1	230979106
ARVCF	22	2839205400
ARX	23	2895021136
AS3MT	10	1776148678
ASAH1	8	1408160463
ASAH2	10	1723466400
ASAH2B	10	1724022010
ASAP1	8	1520157660
ASAP2	2	258125468
ASAP3	1	23429856
ASB1	2	487345434
ASB10	7	1382134270
ASB11	23	2885299971
ASB12	23	2934240801
ASB13	10	1678919788
ASB14	3	548068187
ASB15	7	1354572661
ASB16	17	2530553676
ASB17	1	75918952
ASB18	2	485113235
ASB2	14	2282788779
ASB3	2	302588866
ASB4	7	1326444130
ASB5	4	865045904
ASB6	9	1664794876
ASB7	15	2394996134
ASB8	12	1989442852
ASB9	23	2885260972
ASCC1	10	1745376419
ASCC2	22	2849023185
ASCC3	6	1160882963
ASCL1	12	2044251731
ASCL2	11	1809175578
ASCL3	11	1815843443
ASCL4	12	2049068702
ASCL5	1	201114752
ASDURF	2	438579884
ASF1A	6	1179267991
ASF1B	19	2663845268
ASGR1	17	2493556545
ASGR2	17	2493484461
ASH1L	1	155337660
ASH2L	8	1428208480
ASIC1	12	1991352253
ASIC2	17	2519396851
ASIC3	7	1382007044
ASIC4	2	468432707
ASIC5	4	844660160
ASIP	20	2742556573
ASL	7	1297034240
ASMT	23	2871631666
ASMT	24	3027642075
ASMTL	23	2871419735
ASMTL	24	3027430144
ASNA1	19	2662462315
ASNS	7	1328810417
ASNSD1	2	438584496
ASPA	17	2489859046
ASPDH	19	2700236539
ASPG	14	2292939894
ASPH	8	1451606288
ASPHD1	16	2426207948
ASPHD2	22	2845667788
ASPM	1	197084324
ASPRV1	2	318879020
ASPSCR1	17	2568360533
ASRGL1	11	1869243805
ASS1	9	1665609315
ASTE1	3	621805694
ASTL	2	345042213
ASTN1	1	176857611
ASTN2	9	1651582676
ASXL1	20	2740654974
ASXL3	18	2603056093
ASZ1	7	1348321754
ATAD1	10	1761033772
ATAD2	8	1513424063
ATAD2B	2	272670409
ATAD3A	1	1512269
ATAD3B	1	1471885
ATAD3C	1	1450684
ATAD5	17	2517215234
ATAT1	6	1091000463
ATCAY	19	2653610577
ATE1	10	1795022765
ATF1	12	1992073632
ATF2	2	423992972
ATF3	1	212615022
ATF4	22	2858755618
ATF5	19	2699655660
ATF6	1	161766361
ATF6B	6	1092489316
ATF7	12	1994810623
ATF7IP	12	1955678870
ATF7IP2	16	2406737597
ATG10	5	960992923
ATG101	12	1993367137
ATG12	5	994837156
ATG13	11	1853550119
ATG14	14	2244223742
ATG16L1	2	482170191
ATG16L2	11	1879720273
ATG2A	11	1871800800
ATG2B	14	2285139878
ATG3	3	603324336
ATG4A	23	2978108293
ATG4B	2	490556078
ATG4C	1	62803787
ATG4D	19	2660268900
ATG5	6	1166560117
ATG7	3	502090333
ATG9A	2	468138810
ATG9B	7	1381974054
ATIC	2	464230506
ATL1	14	2239414389
ATL2	2	287214357
ATL3	11	1870535146
ATM	11	1915133452
ATMIN	16	2477342847
ATN1	12	1948227488
ATOH1	4	782659231
ATOH7	10	1741510304
ATOH8	2	334672553
ATOX1	5	1030751677
ATP10A	15	2320063258
ATP10B	5	1039570805
ATP10D	4	736342845
ATP11A	13	2187218259
ATP11B	3	673585397
ATP11C	23	3009745366
ATP12A	13	2099208586
ATP13A1	19	2669370231
ATP13A2	1	16985985
ATP13A3	3	685197556
ATP13A4	3	684194289
ATP13A5	3	684066679
ATP1A1	1	116373512
ATP1A2	1	160115862
ATP1A3	19	2691691746
ATP1A4	1	160152041
ATP1B1	1	169106830
ATP1B2	17	2494034405
ATP1B3	3	632668439
ATP1B4	23	2990378635
ATP23	12	1999235188
ATP2A1	16	2425185648
ATP2A2	12	2051575276
ATP2A3	17	2490308264
ATP2B1	12	2030884470
ATP2B2	3	501120451
ATP2B3	23	3023552714
ATP2B4	1	203683206
ATP2C1	3	621642458
ATP2C2	16	2480675592
ATP4A	19	2685275424
ATP4B	13	2188177216
ATP5F1A	18	2615561743
ATP5F1B	12	1997931809
ATP5F1C	10	1681067293
ATP5F1D	19	2650966660
ATP5F1E	20	2767326504
ATP5IF1	1	28236184
ATP5MC1	17	2535276304
ATP5MC2	12	1994958800
ATP5MC3	2	424096651
ATP5MD	10	1776671279
ATP5ME	4	689502804
ATP5MF	7	1330416485
ATP5MF-PTCD1	7	1330378125
ATP5MG	11	1925307493
ATP5MGL	22	2861874144
ATP5MPL	14	2292766789
ATP5PB	1	111449542
ATP5PD	17	2561421818
ATP5PF	21	2798294438
ATP5PO	21	2806473324
ATP6AP1	23	3024445159
ATP6AP1L	5	961310754
ATP6AP2	23	2910597532
ATP6V0A1	17	2528843781
ATP6V0A2	12	2065006052
ATP6V0A4	7	1369664782
ATP6V0B	1	43975041
ATP6V0C	16	2398821080
ATP6V0D1	16	2463745504
ATP6V0D2	8	1476201908
ATP6V0E1	5	1051989213
ATP6V0E2	7	1380832077
ATP6V1A	3	604570391
ATP6V1B1	2	319854318
ATP6V1B2	8	1410300336
ATP6V1C1	8	1493143766
ATP6V1C2	2	259641213
ATP6V1D	14	2256192744
ATP6V1E1	22	2836826846
ATP6V1E2	2	295430394
ATP6V1F	7	1359821063
ATP6V1FNB	7	1359824568
ATP6V1G1	9	1649744925
ATP6V1G2	6	1091918985
ATP6V1G3	1	198523391
ATP6V1H	8	1443818893
ATP7A	23	2947988108
ATP7B	13	2126462598
ATP8A1	4	731243220
ATP8A2	13	2099900055
ATP8B1	18	2627125949
ATP8B2	1	154327800
ATP8B3	19	2651507837
ATP8B4	15	2344244111
ATP9A	20	2759897409
ATP9B	18	2648546872
ATPAF1	1	46635776
ATPAF2	17	2504401435
ATR	3	633241066
ATRAID	2	276130567
ATRIP	3	539238483
ATRN	20	2711767306
ATRNL1	10	1788372836
ATRX	23	2947524817
ATXN1	6	1076679906
ATXN10	22	2864906236
ATXN1L	16	2468156717
ATXN2	12	2052746298
ATXN2L	16	2425130236
ATXN3	14	2280918443
ATXN3L	23	2883335333
ATXN7	3	554704236
ATXN7L1	7	1336566010
ATXN7L2	1	109483954
ATXN7L3	17	2530577149
ATXN7L3B	12	2015831599
AUH	9	1626371434
AUNIP	1	25832088
AUP1	2	323445163
AURKA	20	2764666356
AURKAIP1	1	1373801
AURKB	17	2494587757
AURKC	19	2706955923
AUTS2	7	1300557812
AVEN	15	2328250530
AVIL	12	1999091368
AVL9	7	1263453868
AVP	20	2711378828
AVPI1	10	1770956954
AVPR1A	12	2004440845
AVPR1B	1	206110189
AVPR2	23	3023921612
AWAT1	23	2940251162
AWAT2	23	2940058274
AXDND1	1	179366510
AXIN1	16	2396595098
AXIN2	17	2551912862
AXL	19	2690944202
AZGP1	7	1330925161
AZI2	3	519115679
AZIN1	8	1492931496
AZIN2	1	33082250
AZU1	19	2650552656
B2M	15	2339095464
B3GALNT1	3	651877396
B3GALNT2	1	235450206
B3GALT1	2	416787403
B3GALT2	1	193180294
B3GALT4	6	1093650997
B3GALT5	21	2812227680
B3GALT6	1	1232279
B3GAT1	11	1941287765
B3GAT2	6	1131235240
B3GAT3	11	1869521528
B3GLCT	13	2105727927
B3GNT2	2	311140584
B3GNT3	19	2667532617
B3GNT4	12	2063498105
B3GNT5	3	674061436
B3GNT6	11	1883945379
B3GNT7	2	480314167
B3GNT8	19	2691150394
B3GNT9	16	2463456253
B3GNTL1	17	2569329789
B4GALNT1	12	1998920230
B4GALNT2	17	2535515679
B4GALNT3	12	1941753863
B4GALNT4	11	1807275631
B4GALT1	9	1568270540
B4GALT2	1	43980012
B4GALT3	1	161171816
B4GALT4	3	610004186
B4GALT5	20	2757932510
B4GALT6	18	2601103075
B4GALT7	5	1056605563
B4GAT1	11	1873251876
B9D1	17	2505720590
B9D2	19	2691079509
BAALC	8	1493243827
BAAT	9	1636519514
BABAM1	19	2666993616
BABAM2	2	276812920
BACE1	11	1924195393
BACE2	21	2813738062
BACH1	21	2801891079
BACH2	6	1150305985
BAD	11	1871176036
BAG1	9	1568412305
BAG2	6	1117546275
BAG3	10	1792930761
BAG4	8	1428279799
BAG5	14	2292413944
BAG6	6	1092012708
BAHCC1	17	2567782626
BAHD1	15	2334842382
BAIAP2	17	2567418141
BAIAP2L1	7	1329251679
BAIAP2L2	22	2857319472
BAIAP3	16	2397641638
BAK1	6	1093947380
BAMBI	10	1701956983
BANF1	11	1872909078
BANF2	20	2725989887
BANK1	4	790621185
BANP	16	2484282092
BAP1	3	543193925
BARD1	2	463647039
BARHL1	9	1667739884
BARHL2	1	90712312
BARX1	9	1629109250
BARX2	11	1936281863
BASP1	5	896280569
BATF	14	2264376806
BATF2	11	1871894956
BATF3	1	212686791
BAX	19	2698679738
BAZ1A	14	2223607631
BAZ1B	7	1304400354
BAZ2A	12	1997892104
BAZ2B	2	408238628
BBC3	19	2696946510
BBIP1	10	1784179445
BBOF1	14	2262873602
BBOX1	11	1833961258
BBS1	11	1873416487
BBS10	12	2017639299
BBS12	4	811572197
BBS2	16	2452791737
BBS4	15	2367070145
BBS5	2	418397917
BBS7	4	810656164
BBS9	7	1264104411
BBX	3	598502098
BCAM	19	2694533934
BCAN	1	156646055
BCAP29	7	1338538931
BCAP31	23	3023717403
BCAR1	16	2471536487
BCAR3	1	93562241
BCAS1	20	2762241120
BCAS2	1	114568130
BCAS3	17	2547062344
BCAS4	20	2759091192
BCAT1	12	1966111494
BCAT2	19	2698520235
BCCIP	10	1799102643
BCDIN3D	12	1991131857
BCHE	3	656565019
BCKDHA	19	2691122637
BCKDHB	6	1140480271
BCKDK	16	2427416200
BCL10	1	85267627
BCL11A	2	309370928
BCL11B	14	2288028274
BCL2	18	2632606086
BCL2A1	15	2374344984
BCL2L1	20	2739962147
BCL2L10	15	2346493724
BCL2L11	2	360042109
BCL2L12	19	2699390633
BCL2L13	22	2836872866
BCL2L14	12	1953372792
BCL2L15	1	113881123
BCL2L2	14	2212161891
BCL2L2-PABPN1	14	2212161891
BCL3	19	2694473600
BCL6	3	678514095
BCL6B	17	2493406558
BCL7A	12	2063315578
BCL7B	7	1304495456
BCL7C	16	2427141924
BCL9	1	147611837
BCL9L	11	1925804242
BCLAF1	6	1196634687
BCLAF3	23	2889933771
BCO1	16	2477545885
BCO2	11	1919081429
BCOR	23	2910068575
BCORL1	23	3000021698
BCR	22	2842415133
BCS1L	2	467579351
BDH1	3	688303532
BDH2	4	791910006
BDKRB1	14	2285117806
BDKRB2	14	2285091231
BDNF	11	1834563648
BDP1	5	950461230
BEAN1	16	2462744653
BECN1	17	2529193646
BECN2	1	241957767
BEGAIN	14	2289392092
BEND2	23	2888181475
BEND3	6	1167442281
BEND4	4	730947822
BEND5	1	48727886
BEND6	6	1117355388
BEND7	10	1686718257
BEST1	11	1868857634
BEST2	19	2662477402
BEST3	12	2010937177
BEST4	1	44784210
BET1	7	1324952052
BET1L	11	1807111129
BEX1	23	2973079363
BEX2	23	2973326056
BEX3	23	2973393958
BEX4	23	2973232620
BEX5	23	2972170396
BFAR	16	2410951323
BFSP1	20	2725790272
BFSP2	3	624191721
BGLAP	1	156242232
BGN	23	3023521098
BHLHA15	7	1329170468
BHLHA9	17	2487653450
BHLHB9	23	2972765462
BHLHE22	8	1454683720
BHLHE23	20	2771302247
BHLHE40	3	495771356
BHLHE41	12	1967415552
BHMG1	19	2695460186
BHMT	5	958117238
BHMT2	5	958075135
BICC1	10	1731792229
BICD1	12	1973400818
BICD2	9	1627870542
BICDL1	12	2061283355
BICDL2	16	2399335082
BICRA	19	2697398384
BICRAL	6	1103195600
BID	22	2836969752
BIK	22	2862358195
BIN1	2	375966889
BIN2	12	1992574985
BIN3	8	1412724351
BIRC2	11	1909255682
BIRC3	11	1909230337
BIRC5	17	2564597203
BIRC6	2	281275525
BIRC7	20	2771532295
BIVM	13	2177335110
BLCAP	20	2745815109
BLID	11	1929021423
BLK	8	1401646154
BLM	15	2385131310
BLMH	17	2516631903
BLNK	10	1769471058
BLOC1S1	12	1997009538
BLOC1S2	10	1773554547
BLOC1S3	19	2694904106
BLOC1S4	4	695546514
BLOC1S5	6	1068389226
BLOC1S6	15	2339971361
BLVRA	7	1274729317
BLVRB	19	2690172698
BLZF1	1	169369523
BMF	15	2334475704
BMI1	10	1695605535
BMP1	8	1412268335
BMP10	2	317783994
BMP15	23	2920927250
BMP2	20	2715066325
BMP2K	4	767606848
BMP3	4	769861589
BMP4	14	2242804155
BMP5	6	1116129110
BMP6	6	1068100533
BMP7	20	2765467157
BMP8A	1	39491992
BMP8B	1	39760419
BMPER	7	1264863772
BMPR1A	10	1760155104
BMPR1B	4	783882004
BMPR2	2	451295838
BMS1	10	1716063480
BMT2	7	1343779902
BMX	23	2885524820
BNC1	15	2377641359
BNC2	9	1551576075
BNIP1	5	1052149898
BNIP2	15	2354047986
BNIP3	10	1805247609
BNIP3L	8	1416486060
BNIPL	1	151036726
BOC	3	604041440
BOD1	5	1052613617
BOD1L1	4	702400315
BOD1L2	18	2626624774
BOK	2	490477847
BOLA1	1	149900060
BOLA2	16	2425760609
BOLA3	2	323053885
BOLL	2	446646918
BOP1	8	1534365093
BORA	13	2147256886
BORCS5	12	1953650604
BORCS6	17	2494571953
BORCS7	10	1776133372
BORCS8	19	2668905537
BORCS8-MEF2B	19	2668870503
BPGM	7	1365619666
BPHL	6	1063492318
BPI	20	2746600410
BPIFA1	20	2741533910
BPIFA2	20	2741465344
BPIFA3	20	2741513735
BPIFB1	20	2741582272
BPIFB2	20	2741304773
BPIFB3	20	2741351622
BPIFB4	20	2741377725
BPIFB6	20	2741327846
BPIFC	22	2851648475
BPNT1	1	220058844
BPTF	17	2554208611
BPY2	24	3049019219
BPY2B	24	3050652960
BPY2C	24	3051064973
BRAF	7	1371684652
BRAP	12	2052937685
BRAT1	7	1233496227
BRCA1	17	2529428564
BRCA2	13	2106844303
BRCC3	23	3025087994
BRD1	22	2869008405
BRD2	6	1093346476
BRD3	9	1669190676
BRD3OS	9	1669183834
BRD4	19	2664963186
BRD7	16	2446626187
BRD8	5	1017145426
BRD9	5	879869820
BRDT	1	91962755
BRF1	14	2294064674
BRF2	8	1427947419
BRI3	7	1329239954
BRI3BP	12	2066287277
BRICD5	16	2398516338
BRINP1	9	1654324170
BRINP2	1	177229877
BRINP3	1	190098018
BRIP1	17	2548066182
BRIX1	5	913921091
BRK1	3	500907339
BRMS1	11	1873243495
BRMS1L	14	2224680640
BROX	1	222715700
BRPF1	3	500525778
BRPF3	6	1096573900
BRS3	23	3006504581
BRSK1	19	2705009252
BRSK2	11	1808296112
BRWD1	21	2811756824
BRWD3	23	2950693075
BSCL2	11	1869596194
BSDC1	1	32366622
BSG	19	2650296357
BSN	3	540346240
BSND	1	54999187
BSPH1	19	2697701521
BSPRY	9	1648506666
BST1	4	704533449
BST2	19	2667128504
BSX	11	1929883476
BTAF1	10	1765203162
BTBD1	15	2377401984
BTBD10	11	1820294658
BTBD11	12	2048612427
BTBD16	10	1795554167
BTBD17	17	2560739543
BTBD18	11	1864649961
BTBD2	19	2651711297
BTBD3	20	2720214474
BTBD6	14	2294102994
BTBD7	14	2282096396
BTBD8	1	92080572
BTBD9	6	1098548562
BTC	4	763578345
BTD	3	506393358
BTF3	5	952504020
BTF3L4	1	52059848
BTG1	12	2033437566
BTG2	1	203305607
BTG3	21	2790163891
BTG4	11	1918373499
BTK	23	2971366351
BTLA	3	603257745
BTN1A1	6	1086874864
BTN2A1	6	1086832214
BTN2A2	6	1086757399
BTN3A1	6	1086779141
BTN3A2	6	1086738914
BTN3A3	6	1086817152
BTNL2	6	1092767546
BTNL3	5	1059994381
BTNL8	5	1059904663
BTNL9	5	1060050842
BTRC	10	1774633266
BUB1	2	359556327
BUB1B	15	2334545138
BUB3	10	1796434003
BUD13	11	1923654309
BUD23	7	1304641784
BUD31	7	1330369251
BVES	6	1165474666
BYSL	6	1102295140
BZW1	2	449730671
BZW2	7	1247623602
C10orf105	10	1744995021
C10orf113	10	1694404908
C10orf120	10	1795976818
C10orf142	10	1717571846
C10orf143	10	1803343439
C10orf53	10	1722958783
C10orf55	10	1747190770
C10orf62	10	1770868983
C10orf67	10	1696597995
C10orf71	10	1722601631
C10orf82	10	1789942991
C10orf88	10	1796211512
C10orf90	10	1799704949
C10orf99	10	1757452937
C11orf1	11	1918785388
C11orf16	11	1815827143
C11orf21	11	1809205283
C11orf24	11	1875167472
C11orf40	11	1811477250
C11orf42	11	1813111443
C11orf45	11	1935808384
C11orf49	11	1853842633
C11orf52	11	1918824800
C11orf53	11	1918187261
C11orf54	11	1900653221
C11orf58	11	1823644606
C11orf65	11	1915214798
C11orf68	11	1872823286
C11orf71	11	1921297392
C11orf74	11	1843515931
C11orf80	11	1873650570
C11orf86	11	1873881190
C11orf87	11	1916329461
C11orf88	11	1918420612
C11orf91	11	1840604256
C11orf94	11	1852812396
C11orf95	11	1870669245
C11orf96	11	1850848732
C11orf97	11	1901418356
C11orf98	11	1869568877
C12orf10	12	1994593224
C12orf29	12	2029329135
C12orf4	12	1945783293
C12orf40	12	1980919823
C12orf42	12	2044595594
C12orf43	12	2062297639
C12orf45	12	2046279839
C12orf49	12	2058011296
C12orf50	12	2029273817
C12orf54	12	1989776783
C12orf56	12	2005560669
C12orf57	12	1948237608
C12orf60	12	1956116422
C12orf65	12	2064547161
C12orf66	12	2005481065
C12orf71	12	1968374660
C12orf73	12	2045245009
C12orf74	12	2034000118
C12orf75	12	2046624378
C12orf76	12	2051335837
C13orf42	13	2125611993
C14orf119	14	2211951782
C14orf132	14	2284893624
C14orf177	14	2287570315
C14orf178	14	2266615166
C14orf180	14	2293440554
C14orf28	14	2233754559
C14orf39	14	2249290968
C14orf93	14	2211841338
C15orf38-AP3S2	15	2384219432
C15orf39	15	2369589966
C15orf40	15	2377372991
C15orf41	15	2330963778
C15orf48	15	2339814714
C15orf53	15	2333080525
C15orf61	15	2361905166
C15orf62	15	2335154413
C15orf65	15	2349792686
C16orf45	16	2411741630
C16orf46	16	2477361047
C16orf54	16	2426051253
C16orf58	16	2427797811
C16orf70	16	2463417152
C16orf71	16	2401043491
C16orf72	16	2405399021
C16orf74	16	2482014984
C16orf78	16	2445680916
C16orf86	16	2463973947
C16orf87	16	2443109928
C16orf89	16	2401351324
C16orf90	16	2399800815
C16orf91	16	2397727222
C16orf92	16	2426330331
C16orf95	16	2483610033
C16orf96	16	2400863466
C17orf100	17	2493034800
C17orf107	17	2491282649
C17orf113	17	2528422591
C17orf47	17	2544924701
C17orf49	17	2493397744
C17orf50	17	2522143828
C17orf51	17	2507918186
C17orf53	17	2530525029
C17orf58	17	2554374799
C17orf64	17	2546805479
C17orf67	17	2543177950
C17orf75	17	2518714649
C17orf78	17	2523758979
C17orf80	17	2559618369
C17orf97	17	2486793229
C17orf98	17	2525218075
C17orf99	17	2564529294
C18orf21	18	2605450190
C18orf25	18	2615693342
C18orf32	18	2618959806
C18orf54	18	2623838034
C18orf63	18	2643795327
C19orf12	19	2679427521
C19orf18	19	2707683411
C19orf24	19	2651000359
C19orf25	19	2651199841
C19orf33	19	2688029071
C19orf38	19	2660573318
C19orf44	19	2666225602
C19orf47	19	2690046691
C19orf53	19	2663499287
C19orf54	19	2690467242
C19orf57	19	2663607611
C19orf66	19	2659811237
C19orf67	19	2663806643
C19orf70	19	2655403360
C19orf71	19	2653263987
C19orf73	19	2698843442
C19orf81	19	2700374254
C19orf84	19	2701113793
C1D	2	316961252
C1GALT1	7	1238192478
C1GALT1C1	23	2990642676
C1GALT1C1L	2	292593738
C1orf100	1	244364701
C1orf105	1	172420886
C1orf109	1	37683123
C1orf112	1	169795103
C1orf115	1	220690403
C1orf116	1	207021958
C1orf122	1	37808405
C1orf127	1	10947663
C1orf131	1	231224279
C1orf141	1	67093005
C1orf146	1	92231421
C1orf158	1	12746431
C1orf159	1	1082893
C1orf162	1	111476029
C1orf174	1	3889960
C1orf185	1	51102234
C1orf189	1	154199427
C1orf194	1	109106028
C1orf198	1	230839852
C1orf21	1	184477510
C1orf210	1	43282785
C1orf216	1	35715632
C1orf226	1	162378914
C1orf35	1	228101131
C1orf43	1	154207453
C1orf50	1	42767312
C1orf52	1	85252629
C1orf53	1	197902650
C1orf54	1	150272818
C1orf56	1	151047848
C1orf61	1	156404554
C1orf68	1	152719522
C1orf74	1	209782825
C1orf87	1	59990673
C1orf94	1	34177790
C1QA	1	22637617
C1QB	1	22659457
C1QBP	17	2491815901
C1QC	1	22644024
C1QL1	17	2531343074
C1QL2	2	368075165
C1QL3	10	1689793613
C1QL4	12	1990626540
C1QTNF1	17	2565426855
C1QTNF12	1	1242548
C1QTNF3	5	913025935
C1QTNF4	11	1854495648
C1QTNF5	11	1926245158
C1QTNF6	22	2856416360
C1QTNF7	4	704170499
C1QTNF8	16	2397400477
C1QTNF9	13	2098843846
C1QTNF9B	13	2098419131
C1R	12	1948374018
C1RL	12	1948389877
C1S	12	1948355399
C2	6	1092274644
C20orf141	20	2711111383
C20orf144	20	2741958544
C20orf173	20	2743824456
C20orf194	20	2711548770
C20orf202	20	2709499715
C20orf203	20	2740946630
C20orf204	20	2772332522
C20orf27	20	2712050256
C20orf85	20	2766447163
C20orf96	20	2708567405
C21orf58	21	2818871797
C21orf62	21	2805363560
C21orf91	21	2790363213
C22orf15	22	2842997479
C22orf23	22	2857178347
C22orf31	22	2848292914
C22orf39	22	2838675816
C22orf42	22	2851383712
C22orf46	22	2860924800
C2CD2	21	2814458922
C2CD2L	11	1926013569
C2CD3	11	1880919212
C2CD4A	15	2356451531
C2CD4B	15	2356547807
C2CD4C	19	2650131905
C2CD4D	1	151837928
C2CD5	12	1963743246
C2CD6	2	450405975
C2orf15	2	348065831
C2orf16	2	276494936
C2orf40	2	354984128
C2orf42	2	319068719
C2orf49	2	354255951
C2orf50	2	260051698
C2orf66	2	445725806
C2orf68	2	334527308
C2orf69	2	448829802
C2orf70	2	275480976
C2orf72	2	479955929
C2orf73	2	303249339
C2orf74	2	310081422
C2orf76	2	368220835
C2orf78	2	322702673
C2orf80	2	457084170
C2orf81	2	323332692
C2orf88	2	439118224
C2orf91	2	290856966
C2orf92	2	346588152
C3	19	2656402691
C3AR1	12	1949352223
C3orf14	3	553112109
C3orf18	3	541351294
C3orf20	3	505474351
C3orf22	3	617341505
C3orf30	3	609937827
C3orf33	3	646555154
C3orf36	3	624719943
C3orf38	3	578941690
C3orf49	3	554611109
C3orf52	3	602878045
C3orf62	3	540062817
C3orf67	3	549534097
C3orf70	3	675874644
C3orf80	3	651017273
C3orf84	3	539969273
C3orf85	3	599928485
C4A	6	1092355685
C4B	6	1092388423
C4BPA	1	207113026
C4BPB	1	207089532
C4orf17	4	788343386
C4orf19	4	726419172
C4orf3	4	808129083
C4orf33	4	817932915
C4orf36	4	775718064
C4orf45	4	847724007
C4orf46	4	847499917
C4orf47	4	874259716
C4orf48	4	690872299
C4orf51	4	834510508
C4orf54	4	788479571
C5	9	1656109825
C5AR1	19	2697034705
C5AR2	19	2697065609
C5orf15	5	1012962211
C5orf22	5	910537745
C5orf24	5	1013860253
C5orf30	5	982281272
C5orf34	5	922492267
C5orf38	5	881757617
C5orf46	5	1026902345
C5orf47	5	1052994616
C5orf49	5	886837202
C5orf51	5	920909720
C5orf52	5	1036676967
C5orf63	5	1006053022
C5orf67	5	935517074
C6	5	920148177
C6orf106	6	1094964142
C6orf118	6	1225653634
C6orf120	6	1230076037
C6orf132	6	1102477338
C6orf136	6	1091020809
C6orf141	6	1109924370
C6orf15	6	1091484958
C6orf163	6	1147718677
C6orf201	6	1064461219
C6orf203	6	1167403682
C6orf222	6	1096690933
C6orf223	6	1104374197
C6orf226	6	1103264060
C6orf47	6	1092032640
C6orf48	6	1092210906
C6orf52	6	1071045033
C6orf58	6	1187950763
C6orf62	6	1085079714
C6orf89	6	1097259604
C7	5	919914963
C7orf25	7	1273867793
C7orf26	7	1237548442
C7orf31	7	1256094130
C7orf33	7	1379549084
C7orf43	7	1331113169
C7orf50	7	1231955783
C7orf55-LUC7L2	7	1370299543
C7orf57	7	1278994467
C7orf61	7	1331414910
C7orf77	7	1355735660
C8A	1	56854902
C8B	1	56929404
C8G	9	1672102407
C8orf33	8	1535155421
C8orf34	8	1458433942
C8orf37	8	1485350546
C8orf44	8	1456780638
C8orf48	8	1403669921
C8orf58	8	1412702650
C8orf59	8	1475317489
C8orf74	8	1400775595
C8orf76	8	1513323032
C8orf82	8	1534630271
C8orf86	8	1428615316
C8orf88	8	1481061936
C8orf89	8	1463344386
C9	5	918290551
C9orf116	9	1670652513
C9orf129	9	1628475484
C9orf131	9	1570198231
C9orf135	9	1604977966
C9orf152	9	1645358034
C9orf153	9	1621378774
C9orf16	9	1663317494
C9orf24	9	1569536162
C9orf3	9	1629916870
C9orf40	9	1610105134
C9orf43	9	1648570580
C9orf47	9	1624148082
C9orf50	9	1664769433
C9orf57	9	1607209382
C9orf64	9	1619096597
C9orf66	9	1535371595
C9orf72	9	1562705322
C9orf78	9	1664985247
C9orf85	9	1607068821
C9orf92	9	1551361052
CA1	8	1475431489
CA10	17	2538014470
CA11	19	2698362928
CA12	15	2357710202
CA13	8	1475348758
CA14	1	150258129
CA2	8	1475567011
CA3	8	1475541839
CA4	17	2546532921
CA5A	16	2484195105
CA5B	23	2885766490
CA6	1	8945887
CA7	16	2463151464
CA8	8	1450311714
CA9	9	1570831046
CAAP1	9	1561999387
CAB39	2	479678365
CAB39L	13	2123838656
CABCOCO1	10	1734960328
CABIN1	22	2843269690
CABLES1	18	2592613224
CABLES2	20	2770687169
CABP1	12	2061934172
CABP2	11	1874424966
CABP4	11	1874361251
CABP5	19	2697755366
CABP7	22	2848954597
CABS1	4	759165344
CABYR	18	2593620576
CACFD1	9	1668617153
CACNA1A	19	2662932122
CACNA1B	9	1673035020
CACNA1C	12	1943347049
CACNA1D	3	544286804
CACNA1E	1	181483745
CACNA1F	23	2919221603
CACNA1G	17	2536944346
CACNA1H	16	2397460714
CACNA1I	22	2858804925
CACNA1S	1	201039831
CACNA2D1	7	1312908550
CACNA2D2	3	541156303
CACNA2D3	3	544914351
CACNA2D4	12	1943087141
CACNB1	17	2525558079
CACNB2	10	1691419822
CACNB3	12	1990108034
CACNB4	2	400757482
CACNG1	17	2553427547
CACNG2	22	2855798523
CACNG3	16	2420563731
CACNG4	17	2553347798
CACNG5	17	2553260219
CACNG6	19	2703717687
CACNG7	19	2703637641
CACNG8	19	2703687952
CACTIN	19	2653336732
CACUL1	10	1791965213
CACYBP	1	175000181
CAD	2	276135915
CADM1	11	1922082301
CADM2	3	575751245
CADM3	1	159171766
CADM4	19	2693348139
CADPS	3	553191043
CADPS2	7	1353278323
CAGE1	6	1067700435
CALB1	8	1480163102
CALB2	16	2467665769
CALCA	11	1821873522
CALCB	11	1821980546
CALCOCO1	12	1995005430
CALCOCO2	17	2535224594
CALCR	7	1324384514
CALCRL	2	436264547
CALD1	7	1365825892
CALHM1	10	1776734347
CALHM2	10	1776726237
CALHM3	10	1776752298
CALHM4	6	1176917391
CALHM5	6	1176885274
CALHM6	6	1176834998
CALM1	14	2279251354
CALM2	2	296079139
CALM3	19	2696326244
CALML3	10	1678804171
CALML4	15	2362577932
CALML5	10	1678778083
CALML6	1	1915281
CALN1	7	1302745933
CALR	19	2662663489
CALR3	19	2666203940
CALU	7	1359706513
CALY	10	1806604912
CAMK1	3	500549176
CAMK1D	10	1685628904
CAMK1G	1	209594984
CAMK2A	5	1029228062
CAMK2B	7	1275178220
CAMK2D	4	802284816
CAMK2G	10	1747094100
CAMK2N1	1	20483649
CAMK2N2	3	675051794
CAMK4	5	990229836
CAMKK1	17	2490245097
CAMKK2	12	2062533954
CAMKMT	2	293280371
CAMKV	3	540650955
CAMLG	5	1013743973
CAMP	3	539015140
CAMSAP1	9	1670968395
