Gene	ENST_ID
ARHGEF9	ENST00000253401
ARID1A	ENST00000324856
ARHGEF7	ENST00000375741
ARID2	ENST00000334344
ARID3B	ENST00000346246
ARID1B	ENST00000350026
ARID4A	ENST00000355431
ARID5A	ENST00000357485
ARID5B	ENST00000279873
ARL1	ENST00000261636
ARID4B	ENST00000264183
ARIH2	ENST00000356401
ARIH1	ENST00000379887
ARL10	ENST00000310389
ARIH2OS	ENST00000408959
ARL11	ENST00000282026
ARL13A	ENST00000450457
ARL6	ENST00000335979
ARL4D	ENST00000320033
ARL2BP	ENST00000219204
ARL16	ENST00000397498
ARL2	ENST00000246747
ARL6IP1	ENST00000304414
ARL5C	ENST00000269586
ARL3	ENST00000260746
ARL14EP	ENST00000282032
ARL14	ENST00000320767
ARL6IP4	ENST00000315580
ARL4C	ENST00000390645
ARL17B	ENST00000450673
ARL4A	ENST00000356797
ARL17A	ENST00000336125
ARL5A	ENST00000295087
ARL5B	ENST00000377275
ARL13B	ENST00000394222
ARL15	ENST00000504924
ARL14EPL	ENST00000601302
ARMC7	ENST00000245543
ARMC3	ENST00000298032
ARL8A	ENST00000272217
ARL6IP5	ENST00000273258
ARMC10	ENST00000323716
ARMC4	ENST00000305242
ARMC12	ENST00000373866
ARMC1	ENST00000276569
ARMC5	ENST00000268314
ARL8B	ENST00000256496
ARL6IP6	ENST00000326446
ARMH4	ENST00000267485
ARMCX5	ENST00000246174
ARL9	ENST00000360096
ARMH3	ENST00000370033
ARMCX2	ENST00000328766
ARNT2	ENST00000303329
ARMC9	ENST00000349938
ARMCX1	ENST00000372829
ARMC2	ENST00000392644
ARMCX3	ENST00000341189
ARMT1	ENST00000367294
ARMCX4	ENST00000433011
ARNT	ENST00000358595
ARMC6	ENST00000392336
ARMH1	ENST00000458657
ARMCX6	ENST00000361910
ARMC8	ENST00000469044
ARMS2	ENST00000528446
ARMH2	ENST00000565469
ARPC3	ENST00000228825
ARPC2	ENST00000295685
ARPP19	ENST00000249822
ARRB2	ENST00000269260
ARRDC1	ENST00000371421
ARNTL	ENST00000403290
ARR3	ENST00000307959
ARPC4-TTLL3	ENST00000397256
ARPC1B	ENST00000252725
ARPC4	ENST00000397261
ARPC5	ENST00000359856
ARSA	ENST00000216124
ARRDC4	ENST00000268042
ARPC1A	ENST00000262942
ARPP21	ENST00000187397
ARNTL2	ENST00000266503
ARPC5L	ENST00000259477
ARSE	ENST00000381134
ARSH	ENST00000381130
ARPIN	ENST00000357484
ARSB	ENST00000264914
ARRDC2	ENST00000222250
ARRDC3	ENST00000265138
ARSD	ENST00000381154
ARSJ	ENST00000315366
ARSG	ENST00000448504
ARSF	ENST00000359361
ARSI	ENST00000328668
ARSK	ENST00000380009
ARRB1	ENST00000420843
ARX	ENST00000379044
ART1	ENST00000250693
ASAP3	ENST00000336689
ARTN	ENST00000372354
ASAH2B	ENST00000374006
ARVCF	ENST00000263207
ASAP2	ENST00000281419
ASB16	ENST00000293414
ASB1	ENST00000264607
ART4	ENST00000228936
ART5	ENST00000359918
ASB3	ENST00000263634
ASB11	ENST00000480796
ART3	ENST00000355810
ARV1	ENST00000310256
ASB13	ENST00000357700
ASAH2	ENST00000395526
ASB10	ENST00000420175
ASB15	ENST00000275699
ASB14	ENST00000389601
ASAH1	ENST00000262097
AS3MT	ENST00000369880
ASB12	ENST00000362002
ASB2	ENST00000315988
ASB4	ENST00000325885
ASB17	ENST00000284142
ASB18	ENST00000409749
ASB6	ENST00000277458
ASB5	ENST00000296525
ASAP1	ENST00000518721
ASCC1	ENST00000342444
ASCL4	ENST00000342331
ASB8	ENST00000317697
ASGR2	ENST00000355035
ASCL1	ENST00000266744
ASF1A	ENST00000229595
ASCL2	ENST00000331289
ASB9	ENST00000380488
ASIC3	ENST00000349064
ASB7	ENST00000332783
ASF1B	ENST00000263382
ASCC2	ENST00000307790
ASIC1	ENST00000447966
ASCC3	ENST00000369162
ASGR1	ENST00000269299
ASCL5	ENST00000458416
ASH2L	ENST00000343823
ASIC2	ENST00000359872
ASIP	ENST00000374954
ASH1L	ENST00000368346
ASIC4	ENST00000347842
ASL	ENST00000304874
ASMT	ENST00000381229
ASNA1	ENST00000357332
ASMTL	ENST00000381317
ASIC5	ENST00000537611
ASCL3	ENST00000531618
ASTE1	ENST00000264992
ASPM	ENST00000367409
ASPHD2	ENST00000215906
ASPHD1	ENST00000308748
ASPH	ENST00000379454
ASNS	ENST00000175506
ASXL1	ENST00000375687
ASRGL1	ENST00000301776
ASTL	ENST00000342380
ASNSD1	ENST00000260952
ASPSCR1	ENST00000306739
ASXL3	ENST00000269197
ASS1	ENST00000352480
ASTN1	ENST00000361833
ASPDH	ENST00000389208
ATAD5	ENST00000321990
ASZ1	ENST00000284629
ATAD1	ENST00000308448
ASPA	ENST00000263080
ATAD2B	ENST00000238789
ASTN2	ENST00000313400
ATAD2	ENST00000287394
ASPRV1	ENST00000320256
ATE1	ENST00000224652
ATCAY	ENST00000450849
ATAD3B	ENST00000308647
ATAD3A	ENST00000378755
ATAD3C	ENST00000378785
ATAT1	ENST00000376485
ASPG	ENST00000551177
ATF4	ENST00000337304
ATF6B	ENST00000293709
ATF3	ENST00000341491
ATG10	ENST00000282185
ATG4D	ENST00000309469
ATF1	ENST00000262053
ATG2A	ENST00000377264
ATF6	ENST00000367942
ATG101	ENST00000336854
ATG9B	ENST00000469530
ATG3	ENST00000283290
ATG4C	ENST00000317868
ATG2B	ENST00000359933
ATF2	ENST00000264110
ATG14	ENST00000247178
ATG5	ENST00000343245
ATF7IP	ENST00000261168
ATG4B	ENST00000404914
ATG16L2	ENST00000321297
ATF7IP2	ENST00000356427
ATIC	ENST00000236959
ATG13	ENST00000359513
ATG4A	ENST00000372232
ATG9A	ENST00000361242
ATG12	ENST00000509910
ATG7	ENST00000354449
ATL1	ENST00000358385
ATG16L1	ENST00000392017
ATF5	ENST00000423777
ATF7	ENST00000548446
ATOH8	ENST00000306279
ATP11B	ENST00000323116
ATMIN	ENST00000299575
ATL2	ENST00000378954
ATP11C	ENST00000327569
ATN1	ENST00000356654
ATP13A2	ENST00000326735
ATOH1	ENST00000306011
ATP12A	ENST00000381946
ATL3	ENST00000398868
ATP10B	ENST00000327245
ATM	ENST00000278616
ATOX1	ENST00000313115
ATP1A3	ENST00000302102
ATOH7	ENST00000373673
ATP10D	ENST00000273859
ATP10A	ENST00000356865
ATP13A3	ENST00000256031
ATP11A	ENST00000375645
ATP13A1	ENST00000357324
ATP13A5	ENST00000342358
ATP1B1	ENST00000367815
ATP13A4	ENST00000342695
ATP1B2	ENST00000250111
ATP1B4	ENST00000218008
ATP23	ENST00000300145
ATP1A1	ENST00000295598
ATP1B3	ENST00000286371
ATP1A2	ENST00000361216
ATP1A4	ENST00000368081
ATP2B2	ENST00000352432
ATP2B4	ENST00000357681
ATP2A1	ENST00000357084
ATP2A3	ENST00000352011
ATP2B1	ENST00000428670
ATP2B3	ENST00000263519
ATP2C1	ENST00000428331
ATP2A2	ENST00000539276
ATP2C2	ENST00000262429
ATP4A	ENST00000262623
ATP5PB	ENST00000369722
ATP5MF-PTCD1	ENST00000413834
ATP5F1D	ENST00000215375
ATP5F1A	ENST00000282050
ATP5MC1	ENST00000393366
ATP5MC3	ENST00000284727
ATP5MGL	ENST00000505920
ATP5MF	ENST00000292475
ATP5IF1	ENST00000335514
ATP5ME	ENST00000304312
ATP5MC2	ENST00000394349
ATP5MD	ENST00000369825
ATP5F1E	ENST00000243997
ATP5PD	ENST00000301587
ATP5MG	ENST00000300688
ATP4B	ENST00000335288
ATP5F1B	ENST00000262030
ATP5F1C	ENST00000356708
ATP5PF	ENST00000457143
ATP5MPL	ENST00000414262
ATP6AP1	ENST00000369762
ATP6AP1L	ENST00000380167
ATP6V1B2	ENST00000276390
ATP6V0D2	ENST00000285393
ATP6V0A4	ENST00000310018
ATP6V1B1	ENST00000234396
ATP6AP2	ENST00000378438
ATP6V0B	ENST00000472174
ATP6V1E1	ENST00000253413
ATP6V0C	ENST00000330398
ATP6V0D1	ENST00000290949
ATP6V0A1	ENST00000343619
ATP6V0E2	ENST00000425642
ATP6V1A	ENST00000273398
ATP6V0A2	ENST00000330342
ATP5PO	ENST00000290299
ATP7B	ENST00000242839
ATP6V1F	ENST00000249289
ATP6V1C2	ENST00000272238
ATP6V1E2	ENST00000306448
ATP6V1G3	ENST00000281087
ATP6V0E1	ENST00000517669
ATP6V1C1	ENST00000395862
ATP6V1H	ENST00000359530
ATP6V1G1	ENST00000374050
ATP6V1D	ENST00000216442
ATP6V1G2	ENST00000303892
ATP7A	ENST00000341514
ATP8A1	ENST00000381668
ATP6V1FNB	ENST00000609480
ATXN2L	ENST00000336783
ATXN1L	ENST00000427980
ATXN3L	ENST00000380622
ATXN10	ENST00000252934
ATRNL1	ENST00000355044
ATP8B4	ENST00000284509
ATP8B3	ENST00000310127
ATP9A	ENST00000338821
ATRX	ENST00000373344
ATP9B	ENST00000426216
ATP8B2	ENST00000368489
ATPAF2	ENST00000474627
ATXN3	ENST00000532032
ATP8B1	ENST00000283684
ATXN1	ENST00000244769
ATRIP	ENST00000320211
ATR	ENST00000350721
ATXN2	ENST00000377617
ATRN	ENST00000262919
ATP8A2	ENST00000381655
ATXN7	ENST00000295900
ATXN7L2	ENST00000369870
ATXN7L3B	ENST00000519948
ATXN7L1	ENST00000419735
ATPAF1	ENST00000574428
AUNIP	ENST00000374298
ATXN7L3	ENST00000389384
AUH	ENST00000375731
ATRAID	ENST00000606999
AUP1	ENST00000377526
AVL9	ENST00000318709
AZGP1	ENST00000292401
AVPR1A	ENST00000299178
AURKB	ENST00000585124
AUTS2	ENST00000342771
AURKC	ENST00000302804
AURKA	ENST00000312783
AZU1	ENST00000233997
AVIL	ENST00000257861
AWAT1	ENST00000374521
AVPR2	ENST00000337474
B3GALT1	ENST00000392690
AVP	ENST00000380293
AVPI1	ENST00000370626
AURKAIP1	ENST00000321751
AVEN	ENST00000306730
AXIN2	ENST00000307078
AWAT2	ENST00000276101
AXL	ENST00000301178
AXIN1	ENST00000262320
AVPR1B	ENST00000367126
B3GALT2	ENST00000367434
B3GALNT1	ENST00000320474
AZIN2	ENST00000294517
AZIN1	ENST00000337198
AXDND1	ENST00000367618
B3GALNT2	ENST00000366600
AZI2	ENST00000479665
B3GALT4	ENST00000383209
B2M	ENST00000558401
B3GALT6	ENST00000379198
B3GAT2	ENST00000230053
B3GNT3	ENST00000318683
B3GALT5	ENST00000343118
B3GAT1	ENST00000312527
B3GNT4	ENST00000324189
B4GALNT1	ENST00000341156
B4GALNT3	ENST00000266383
B3GNTL1	ENST00000320865
B3GNT2	ENST00000301998
B3GNT5	ENST00000326505
B3GLCT	ENST00000343307
B3GAT3	ENST00000265471
B3GNT6	ENST00000533140
B3GNT7	ENST00000287590
B3GNT8	ENST00000321702
B4GALNT2	ENST00000300404
B3GNT9	ENST00000449549
B4GALT5	ENST00000371711
B4GALT1	ENST00000379731
B9D1	ENST00000261499
B4GALNT4	ENST00000329962
B4GALT4	ENST00000359213
BAALC	ENST00000297574
B4GALT3	ENST00000319769
B4GAT1	ENST00000311181
B4GALT6	ENST00000306851
B4GALT2	ENST00000356836
B9D2	ENST00000243578
B4GALT7	ENST00000029410
BAG4	ENST00000287322
BAG5	ENST00000299204
BACE2	ENST00000330333
BAD	ENST00000309032
BACH1	ENST00000286800
BACH2	ENST00000257749
BAG2	ENST00000370693
BACE1	ENST00000313005
BANK1	ENST00000322953
BABAM2	ENST00000344773
BAIAP2L1	ENST00000005260
BAG3	ENST00000369085
BAIAP2L2	ENST00000381669
BAIAP2	ENST00000321300
BABAM1	ENST00000359435
BANF1	ENST00000312175
BAG6	ENST00000361076
BAIAP3	ENST00000324385
BANF2	ENST00000246090
BAAT	ENST00000259407
BARHL1	ENST00000263610
BANP	ENST00000286122
BAG1	ENST00000472232
BAK1	ENST00000374467
BARD1	ENST00000260947
BAHD1	ENST00000416165
BARHL2	ENST00000370445
BAMBI	ENST00000375533
BAP1	ENST00000460680
BAHCC1	ENST00000584436
BARX2	ENST00000281437
BARX1	ENST00000253968
BATF2	ENST00000301887
BATF	ENST00000286639
BAX	ENST00000345358
BBS12	ENST00000314218
BBS2	ENST00000245157
BASP1	ENST00000322611
BAZ1A	ENST00000360310
BBC3	ENST00000449228
BBOF1	ENST00000394009
BBIP1	ENST00000448814
BBS1	ENST00000318312
BATF3	ENST00000243440
BBS4	ENST00000268057
BAZ2B	ENST00000392783
BAZ1B	ENST00000339594
BCAP31	ENST00000345046
BBS7	ENST00000264499
BBOX1	ENST00000263182
BCAR3	ENST00000260502
BBS5	ENST00000295240
BBS9	ENST00000242067
BCAR1	ENST00000162330
BBS10	ENST00000393262
BBX	ENST00000325805
BAZ2A	ENST00000551812
BCAN	ENST00000329117
BCAP29	ENST00000005259
BCAM	ENST00000270233
BCL11B	ENST00000357195
BCAS2	ENST00000369541
BCAT1	ENST00000261192
BCAT2	ENST00000316273
BCL2L12	ENST00000246785
BCL10	ENST00000370580
BCHE	ENST00000264381
BCDIN3D	ENST00000333924
BCAS1	ENST00000395961
BCKDK	ENST00000219794
BCKDHA	ENST00000269980
BCL2A1	ENST00000267953
BCL2L10	ENST00000260442
BCL2L1	ENST00000307677
BCL2L14	ENST00000308721
BCKDHB	ENST00000320393
BCAS4	ENST00000358791
BCL2L13	ENST00000317582
BCAS3	ENST00000390652
BCL2	ENST00000333681
BCCIP	ENST00000278100
BCL2L11	ENST00000393256
BCL2L2	ENST00000250405
BCL6B	ENST00000293805
BCL3	ENST00000164227
BCL6	ENST00000232014
BCL7A	ENST00000261822
BCL11A	ENST00000335712
BCL2L15	ENST00000393316
BCL2L2-PABPN1	ENST00000557008
BCS1L	ENST00000359273
BCR	ENST00000305877
BDH2	ENST00000296424
BCL7C	ENST00000215115
BCORL1	ENST00000218147
BCL9L	ENST00000334801
BDH1	ENST00000358186
BDNF	ENST00000356660
BEGAIN	ENST00000355173
BCOR	ENST00000378444
BCO2	ENST00000357685
BECN1	ENST00000361523
BCL9	ENST00000234739
BCO1	ENST00000258168
BCL7B	ENST00000223368
BDKRB1	ENST00000216629
BEND5	ENST00000371833
BDP1	ENST00000358731
BEND2	ENST00000380033
BEAN1	ENST00000536005
BEST2	ENST00000042931
BEND7	ENST00000341083
BECN2	ENST00000419583
BEND6	ENST00000370746
BCLAF3	ENST00000379687
BEST1	ENST00000378043
BEND3	ENST00000369042
BCLAF1	ENST00000531224
BDKRB2	ENST00000554311
BEND4	ENST00000502486
BFAR	ENST00000261658
BHLHA15	ENST00000314018
BHMT	ENST00000274353
BEX4	ENST00000372691
BEST3	ENST00000330891
BHLHE23	ENST00000370346
BGLAP	ENST00000368272
BEX2	ENST00000372674
BHLHE41	ENST00000242728
BFSP2	ENST00000302334
BICRA	ENST00000396720
BET1	ENST00000222547
BHMT2	ENST00000255192
BHLHE40	ENST00000256495
BEX3	ENST00000372635
BHLHE22	ENST00000321870
BGN	ENST00000331595
BEX5	ENST00000333643
BEX1	ENST00000372728
BFSP1	ENST00000377873
BICC1	ENST00000373886
BHLHA9	ENST00000391429
BICD2	ENST00000375512
BHLHB9	ENST00000361229
BHMG1	ENST00000457052
BICD1	ENST00000281474
BICDL1	ENST00000397558
BET1L	ENST00000382762
BEST4	ENST00000372207
BICDL2	ENST00000389347
BIRC3	ENST00000263464
BLCAP	ENST00000373537
BLMH	ENST00000261714
BLNK	ENST00000224337
BIN3	ENST00000276416
BID	ENST00000399774
BLM	ENST00000355112
BIK	ENST00000216115
BIN2	ENST00000267012
BICRAL	ENST00000314073
BIN1	ENST00000316724
BIRC2	ENST00000227758
BIVM	ENST00000257336
BIRC5	ENST00000350051
BLOC1S6	ENST00000220531
BLK	ENST00000259089
BLOC1S4	ENST00000320776
BIRC7	ENST00000217169
BLOC1S2	ENST00000370372
BLVRA	ENST00000265523
BLVRB	ENST00000263368
BLZF1	ENST00000329281
BMP1	ENST00000306385
BIRC6	ENST00000421745
BMF	ENST00000354670
BMI1	ENST00000376663
BLOC1S5	ENST00000397457
BLOC1S3	ENST00000433642
BLOC1S1	ENST00000548925
BLID	ENST00000560104
BMP4	ENST00000245451
BMP15	ENST00000252677
BNIP3	ENST00000368636
BMPR1B	ENST00000264568
BMP2K	ENST00000335016
BMP2	ENST00000378827
BMP3	ENST00000282701
BMP6	ENST00000283147
BMP10	ENST00000295379
BNIP3L	ENST00000380629
BMP8B	ENST00000372827
BNC2	ENST00000380672
BMPER	ENST00000297161
BMP8A	ENST00000331593
BMS1	ENST00000374518
BMT2	ENST00000297145
BMPR2	ENST00000374580
BMX	ENST00000342014
BNC1	ENST00000345382
BOK	ENST00000318407
BNIPL	ENST00000368931
BMP7	ENST00000395863
BOD1	ENST00000311086
BOD1L1	ENST00000040738
BNIP1	ENST00000351486
BOC	ENST00000355385
BNIP2	ENST00000607373
BMP5	ENST00000370830
BMPR1A	ENST00000372037
BOD1L2	ENST00000585477
BOLA2	ENST00000330978
BOLA1	ENST00000369150
BORA	ENST00000390667
BOLA3	ENST00000327428
BOLL	ENST00000392296
BORCS7	ENST00000339834
BORCS6	ENST00000389017
BORCS5	ENST00000314565
BOP1	ENST00000569669
BORCS8	ENST00000462790
BPI	ENST00000262865
BPNT1	ENST00000322067
BPIFB3	ENST00000375494
BPIFB6	ENST00000349552
BPIFA2	ENST00000253362
BPIFB1	ENST00000253354
BPY2	ENST00000331070
BORCS8-MEF2B	ENST00000444486
BPGM	ENST00000344924
BPIFB4	ENST00000375483
BPHL	ENST00000380379
BPIFB2	ENST00000170150
BRAP	ENST00000419234
BRAF	ENST00000288602
BPIFC	ENST00000300399
BPIFA1	ENST00000354297
BPY2B	ENST00000382392
BPTF	ENST00000321892
BPIFA3	ENST00000375454
BPY2C	ENST00000382287
BRCA1	ENST00000357654
BRD4	ENST00000263377
BRCA2	ENST00000380152
BRD1	ENST00000216267
BRIX1	ENST00000336767
BRD3	ENST00000303407
BRAT1	ENST00000340611
BRI3BP	ENST00000341446
BRD8	ENST00000254900
BRINP1	ENST00000265922
BRF2	ENST00000220659
BRI3	ENST00000297290
BRIP1	ENST00000259008
BRS3	ENST00000370648
BRD7	ENST00000394688
BRINP2	ENST00000361539
BRCC3	ENST00000369462
BRMS1L	ENST00000216807
BRMS1	ENST00000359957
BRPF3	ENST00000357641
BRD2	ENST00000374825
BRPF1	ENST00000457855
BRICD5	ENST00000562360
BRDT	ENST00000362005
BROX	ENST00000340934
BRD9	ENST00000467963
BRINP3	ENST00000367462
BRK1	ENST00000530758
BRF1	ENST00000546474
BRD3OS	ENST00000603928
BRWD1	ENST00000333229
BRSK1	ENST00000309383
BSG	ENST00000333511
BSCL2	ENST00000403550
BSND	ENST00000371265
BRSK2	ENST00000528841
BRWD3	ENST00000373275
BTAF1	ENST00000265990
BSX	ENST00000343035
BSN	ENST00000296452
BTD	ENST00000303498
BST1	ENST00000265016
BSDC1	ENST00000455895
BSPRY	ENST00000374183
BST2	ENST00000252593
BTBD16	ENST00000260723
BSPH1	ENST00000344839
BTF3	ENST00000380591
BTBD3	ENST00000378226
BTBD11	ENST00000280758
BTBD2	ENST00000255608
BTBD10	ENST00000278174
BTBD7	ENST00000334746
BTBD1	ENST00000261721
BTBD8	ENST00000342818
BTBD17	ENST00000375366
BTBD6	ENST00000392554
BTC	ENST00000395743
BTBD9	ENST00000481247
BTBD18	ENST00000422652
BTG1	ENST00000256015
BTF3L4	ENST00000313334
BTG3	ENST00000348354
BTG2	ENST00000290551
BTG4	ENST00000356018
BTK	ENST00000308731
BTN1A1	ENST00000244513
BTLA	ENST00000334529
BTN2A2	ENST00000356709
BTN2A1	ENST00000312541
BTN3A1	ENST00000289361
BTN3A2	ENST00000356386
BYSL	ENST00000230340
BUD13	ENST00000260210
BTN3A3	ENST00000244519
BUB3	ENST00000368865
BTNL8	ENST00000340184
BTNL3	ENST00000342868
C10orf105	ENST00000398786
BUD31	ENST00000222969
BTNL9	ENST00000327705
BVES	ENST00000314641
BTRC	ENST00000370187
BZW2	ENST00000258761
BUB1B	ENST00000287598
BUD23	ENST00000423497
BUB1	ENST00000302759
BTNL2	ENST00000374993
BZW1	ENST00000409600
C10orf113	ENST00000534331
C10orf120	ENST00000329446
C10orf99	ENST00000372126
C10orf82	ENST00000369210
C10orf53	ENST00000374111
C11orf24	ENST00000304271
C11orf16	ENST00000326053
C10orf90	ENST00000284694
C11orf1	ENST00000260276
C11orf58	ENST00000228136
C10orf55	ENST00000412307
C10orf88	ENST00000481909
C11orf45	ENST00000310799
C11orf49	ENST00000278460
C10orf67	ENST00000323327
C11orf53	ENST00000280325
C11orf42	ENST00000316375
C11orf71	ENST00000325636
C11orf86	ENST00000308963
C10orf143	ENST00000456581
C10orf71	ENST00000374144
C11orf21	ENST00000381153
C11orf52	ENST00000278601
C11orf68	ENST00000530188
C11orf54	ENST00000331239
C11orf74	ENST00000334307
C10orf62	ENST00000370640
C11orf40	ENST00000307616
C11orf65	ENST00000393084
C11orf80	ENST00000525908
C11orf87	ENST00000327419
C11orf88	ENST00000375618
C11orf91	ENST00000379011
C11orf96	ENST00000339446
C12orf10	ENST00000267103
C11orf95	ENST00000433688
C11orf97	ENST00000542198
C11orf94	ENST00000449465
C12orf4	ENST00000261250
C12orf29	ENST00000356891
C12orf49	ENST00000261318
C12orf43	ENST00000288757
C12orf50	ENST00000298699
C12orf60	ENST00000330828
C12orf65	ENST00000253233
C12orf73	ENST00000378090
C12orf76	ENST00000309050
C12orf54	ENST00000314014
C12orf57	ENST00000229281
C12orf40	ENST00000324616
C12orf42	ENST00000378113
C14orf119	ENST00000319074
C12orf45	ENST00000552951
C12orf66	ENST00000398055
C12orf74	ENST00000397833
C12orf71	ENST00000429849
C13orf42	ENST00000563710
C12orf75	ENST00000443585
C11orf98	ENST00000525675
C12orf56	ENST00000543942
C14orf178	ENST00000355883
C14orf132	ENST00000555004
C14orf177	ENST00000325812
C14orf28	ENST00000325192
C14orf39	ENST00000321731
C14orf93	ENST00000299088
C14orf180	ENST00000410013
C15orf38-AP3S2	ENST00000398333
C15orf40	ENST00000304177
C15orf39	ENST00000360639
C15orf48	ENST00000344300
C15orf41	ENST00000437989
C15orf53	ENST00000318792
C16orf72	ENST00000327827
C15orf61	ENST00000342683
C16orf86	ENST00000403458
C16orf70	ENST00000219139
C16orf90	ENST00000437192
C16orf74	ENST00000284245
C16orf58	ENST00000327237
C16orf54	ENST00000329410
C16orf46	ENST00000299578
C16orf71	ENST00000299320
C16orf78	ENST00000299191
C16orf45	ENST00000300006
C16orf87	ENST00000285697
C16orf91	ENST00000442039
C16orf89	ENST00000315997
C15orf62	ENST00000344320
C15orf65	ENST00000569691
C16orf92	ENST00000300575
C17orf64	ENST00000269127
C17orf47	ENST00000321691
C17orf53	ENST00000319977
C16orf95	ENST00000253461
C19orf33	ENST00000301246
C18orf25	ENST00000282059
C16orf96	ENST00000444310
C17orf107	ENST00000381365
C17orf78	ENST00000300618
C19orf25	ENST00000436106
C17orf99	ENST00000340363
C18orf32	ENST00000318240
C18orf54	ENST00000300091
C17orf97	ENST00000360127
C18orf63	ENST00000579455
C19orf18	ENST00000314391
C17orf80	ENST00000359042
C17orf67	ENST00000397861
C17orf58	ENST00000449250
C17orf51	ENST00000391411
C17orf49	ENST00000439424
C18orf21	ENST00000592875
C17orf98	ENST00000398575
C17orf100	ENST00000542475
C19orf12	ENST00000392278
C19orf24	ENST00000409293
C17orf50	ENST00000605587
C17orf75	ENST00000577809
C17orf113	ENST00000587304
C19orf44	ENST00000221671
C19orf66	ENST00000253110
C19orf38	ENST00000397820
C19orf54	ENST00000378313
C19orf47	ENST00000582783
C19orf71	ENST00000329493
C19orf57	ENST00000586783
C19orf73	ENST00000408991
C19orf70	ENST00000309324
C19orf53	ENST00000588234
C19orf67	ENST00000548523
C19orf81	ENST00000425202
C1GALT1	ENST00000223122
C1orf115	ENST00000294889
C1orf112	ENST00000286031
C1GALT1C1	ENST00000304661
C1orf159	ENST00000379339
C1orf100	ENST00000308105
C1orf158	ENST00000288048
C1orf127	ENST00000377004
C1orf141	ENST00000371006
C1orf131	ENST00000366649
C1D	ENST00000355848
C1orf105	ENST00000367727
C1orf116	ENST00000359470
C1orf109	ENST00000358011
C1orf122	ENST00000373042
C1orf146	ENST00000370375
C1GALT1C1L	ENST00000542399
C19orf84	ENST00000574814
C1orf174	ENST00000361605
C1orf54	ENST00000369099
C1orf35	ENST00000272139
C1orf21	ENST00000235307
C1orf216	ENST00000270815
C1QL1	ENST00000253407
C1QBP	ENST00000225698
C1orf68	ENST00000368775
C1orf87	ENST00000371201
C1QL4	ENST00000334221
C1QL2	ENST00000272520
C1QB	ENST00000314933
C1orf189	ENST00000368525
C1orf162	ENST00000343534
C1orf185	ENST00000371759
C1QL3	ENST00000298943
C1orf74	ENST00000294811
C1orf53	ENST00000367393
C1orf61	ENST00000368243
C1orf210	ENST00000423420
C1orf194	ENST00000369948
C1orf43	ENST00000368521
C1orf198	ENST00000366663
C1orf56	ENST00000368926
C1QA	ENST00000374642
C1orf50	ENST00000372525
C1QC	ENST00000374637
C1orf226	ENST00000458626
C1orf52	ENST00000471115
C1orf94	ENST00000488417
C1QTNF4	ENST00000302514
C2	ENST00000299367
C1RL	ENST00000266542
C20orf194	ENST00000252032
C1S	ENST00000328916
C1QTNF8	ENST00000328449
C20orf173	ENST00000246199
C1QTNF5	ENST00000528368
C21orf58	ENST00000291691
C1QTNF1	ENST00000339142
C1QTNF12	ENST00000330388
C1QTNF3	ENST00000231338
C1QTNF9	ENST00000332018
C20orf27	ENST00000379772
C22orf23	ENST00000249079
C1QTNF6	ENST00000337843
C20orf85	ENST00000371168
C21orf91	ENST00000284881
C22orf31	ENST00000216071
C20orf144	ENST00000375222
C20orf96	ENST00000360321
C1QTNF7	ENST00000429690
C1QTNF9B	ENST00000382137
C20orf202	ENST00000400633
C20orf204	ENST00000444463
C20orf141	ENST00000380589
C22orf15	ENST00000402217
C21orf62	ENST00000479548
C1R	ENST00000542285
C20orf203	ENST00000608990
C22orf42	ENST00000382097
C2orf42	ENST00000264434
C2orf16	ENST00000408964
C2CD4B	ENST00000380392
C2CD3	ENST00000334126
C2orf49	ENST00000258457
C2orf70	ENST00000329615
C2CD2	ENST00000380486
C2orf40	ENST00000238044
C2orf80	ENST00000341287
C2orf15	ENST00000302513
C2CD5	ENST00000333957
C2orf68	ENST00000306336
C2orf66	ENST00000342506
C2CD4A	ENST00000355522
C2orf69	ENST00000319974
C2orf78	ENST00000409561
C2CD2L	ENST00000336702
C2orf76	ENST00000334816
C22orf39	ENST00000399562
C2CD4C	ENST00000332235
C2orf72	ENST00000373640
C2orf81	ENST00000290390
C2orf73	ENST00000398634
C2orf50	ENST00000381585
C2CD6	ENST00000439140
C2orf74	ENST00000432605
C2orf88	ENST00000340623
C22orf46	ENST00000402966
C2CD4D	ENST00000454109
C3	ENST00000245907
C3AR1	ENST00000307637
C2orf91	ENST00000378711
C2orf92	ENST00000451384
C3orf18	ENST00000357203
C3orf20	ENST00000253697
C3orf22	ENST00000318225
C4orf36	ENST00000295898
C3orf14	ENST00000232519
C3orf30	ENST00000295622
C3orf33	ENST00000340171
C4orf19	ENST00000284437
C3orf67	ENST00000482387
C4BPB	ENST00000243611
C3orf52	ENST00000264848
C3orf49	ENST00000295896
C3orf70	ENST00000335012
C3orf80	ENST00000326474
C4orf33	ENST00000281146
C3orf62	ENST00000343010
C4orf17	ENST00000326581
C4BPA	ENST00000367070
C4B	ENST00000375177
C3orf38	ENST00000318887
C4A	ENST00000428956
C4orf45	ENST00000434826
C3orf36	ENST00000408895
C3orf85	ENST00000467240
C4orf3	ENST00000504110
C3orf84	ENST00000545770
C4orf48	ENST00000409860
C5	ENST00000223642
